ISSN,Volume_Start,Year_Start,Volume_End,Year_End,Issue_Start,Issue_End,Supplement,Signature,Annotation
0029-5671,,,,,272,,No,,"od 1996. gubi numeraciju volumena|(1996)  No. 283-293						|(1997)  No. 294-299,…,301-304|(1998)  No. 306-310,…,312 – 315|316 – 326 (1999)|327 – 337 (2000)|338 – 348 (2001)|349 – 359 (2002)								           360 – 370 (2003)								              371 – 381 (2004)							                 382 (2005)"
0312-3162,7,1979,,,,,No,,
0312-3162,8,1979,24,2007,,,No,,
0312-3162,,,,,1,,No,,
0373-6008,5,1953,,,,,No,,
0373-6008,6,1953,,,,,No,,
0373-6008,8,1954,,,,,No,,
0373-6008,9,1955,,,,,No,,
0373-6008,11,1956,,,,,No,,
0373-6008,13,1957,,,,,No,,
0373-6008,16,1959,,,,,No,,
0373-6008,35,1964,,,,,No,,
0373-6008,37,1965,,,,,No,,
0373-6008,47,1969,,,,,No,,
0034-2300,3,1956,27,1980,,,No,,
0486-2260,10,1964,21,1975,,,No,,
,12,1965,16,1969,,,No,,
,18,1971,21,1974,,,No,,
,1,1912,,,,,No,,
,,,,,1,,No,,
,,,,,2,,No,,
,,,,,2,,No,,
0539-9998,2,1955,,,,,No,,
0539-9998,7,1970,,,,,No,,
0539-9998,,,,,1,,No,,
0539-9998,,,,,1,,No,,
,1,1951,26,1972,,,No,,
0370-6648,37,1952,60,1975,,,No,,
0034-4885,3,1937,44,1981,,,No,,
0034-4885,45,1982,54,1991,,,No,,
0034-4885,57,1994,58,1995,,,No,,
0034-4885,60,1997,,,,,No,,
0034-4885,61,1998,,,,,No,,
0034-4885,62,1999,68,2005,,,No,,
0034-4885,,,,,1,3,No,,
0034-4885,,,,,1,5,No,,
0034-4885,,,,,1,4,No,,
0034-5199,21,1970,25,1974,,,No,,"od broja 3 izlazi kao: Vol. 20 (1978) Industrial Research/Development,|a sve zajedno  (  R/D vol. 29 (1978) No. 1-2   i   Ind. R/D vol. 20 (1978) No. 3-12)  uvezano je u vol. 29 (1978) Research/Development"
0034-5199,26,1975,,,,,No,,"od broja 3 izlazi kao: Vol. 20 (1978) Industrial Research/Development,|a sve zajedno  (  R/D vol. 29 (1978) No. 1-2   i   Ind. R/D vol. 20 (1978) No. 3-12)  uvezano je u vol. 29 (1978) Research/Development"
0034-5199,27,1976,,,,,No,,"od broja 3 izlazi kao: Vol. 20 (1978) Industrial Research/Development,|a sve zajedno  (  R/D vol. 29 (1978) No. 1-2   i   Ind. R/D vol. 20 (1978) No. 3-12)  uvezano je u vol. 29 (1978) Research/Development"
0034-5199,28,1977,,,,,No,,"od broja 3 izlazi kao: Vol. 20 (1978) Industrial Research/Development,|a sve zajedno  (  R/D vol. 29 (1978) No. 1-2   i   Ind. R/D vol. 20 (1978) No. 3-12)  uvezano je u vol. 29 (1978) Research/Development"
0034-5199,29,1978,,,,,No,,"od broja 3 izlazi kao: Vol. 20 (1978) Industrial Research/Development,|a sve zajedno  (  R/D vol. 29 (1978) No. 1-2   i   Ind. R/D vol. 20 (1978) No. 3-12)  uvezano je u vol. 29 (1978) Research/Development"
0034-5199,,,,,1,9,No,,"od broja 3 izlazi kao: Vol. 20 (1978) Industrial Research/Development,|a sve zajedno  (  R/D vol. 29 (1978) No. 1-2   i   Ind. R/D vol. 20 (1978) No. 3-12)  uvezano je u vol. 29 (1978) Research/Development"
0034-5199,,,,,1,2,No,,"od broja 3 izlazi kao: Vol. 20 (1978) Industrial Research/Development,|a sve zajedno  (  R/D vol. 29 (1978) No. 1-2   i   Ind. R/D vol. 20 (1978) No. 3-12)  uvezano je u vol. 29 (1978) Research/Development"
0034-5199,,,,,1,2,No,,"od broja 3 izlazi kao: Vol. 20 (1978) Industrial Research/Development,|a sve zajedno  (  R/D vol. 29 (1978) No. 1-2   i   Ind. R/D vol. 20 (1978) No. 3-12)  uvezano je u vol. 29 (1978) Research/Development"
0034-5199,,,,,1,2,No,,"od broja 3 izlazi kao: Vol. 20 (1978) Industrial Research/Development,|a sve zajedno  (  R/D vol. 29 (1978) No. 1-2   i   Ind. R/D vol. 20 (1978) No. 3-12)  uvezano je u vol. 29 (1978) Research/Development"
0034-6691,26,1980,27,1981,,,No,,
0034-6748,1,1930,38,1967,,,No,,
0034-6748,39,1968,,,,,No,,
0034-6748,40,1968,61,1990,,,No,,
0034-6748,62,1991,66,1995,,,No,,
0034-6748,67,1996,77,2006,,,No,,
0034-6748,,,,,1,9,No,,
0034-6748,,,,,1,5,No,,
0034-6748,,,,,1,,No,,
0034-6861,1,1929,67,1995,,,No,,
0034-6861,68,1996,85,2013,,,No,,
0138-8452,3,1978,7,1982,,,No,,
0034-8139,3,1960,10,1967,,,No,,
,4,1963,,,,,No,,Do 1956.god. i od 1965.-1986. izlazi kao Arquivos do Museum Bocage|*Od 1987 izlazi kao Arquivos do Museum Bocage- nuova serie
0370-6818,6,1961,,,,,No,,od vol. 9 (1964) izlazi kao: Revue Roumaine de physique
0370-6818,7,1962,8,1963,,,No,,od vol. 9 (1964) izlazi kao: Revue Roumaine de physique
0035-1687,1,1966,17,1982,,,No,,od 1991. izlazi kao: Journal de Physique III
0035-1687,19,1984,25,1990,,,No,,od 1991. izlazi kao: Journal de Physique III
0035-1687,,,,,1,11,No,,od 1991. izlazi kao: Journal de Physique III
0393-697X,1,1971,7,1977,,,No,,
0393-697X,1,1978,5,1982,,,No,,
0393-697X,7,1984,9,1986,,,No,,
0393-697X,10,1987,,,,,No,,
0393-697X,11,1988,13,1990,,,No,,
0393-697X,14,1991,,,,,No,,
0393-697X,15,1992,,,,,No,,
0393-697X,16,1993,,,,,No,,
0393-697X,17,1994,18,1995,,,No,,
0393-697X,19,1996,20,1997,,,No,,
0393-697X,21,1998,,,,,No,,
0393-697X,23,2000,27,2004,,,No,,
0393-697X,,,,,1,4,No,,
0393-697X,,,,,1,11,No,,
0393-697X,,,,,1,5,No,,
0393-697X,,,,,1,7,No,,
0393-697X,,,,,1,7,No,,
0036-8075,111,1950,113,1951,,,No,,
0036-8075,114,1951,169,1970,,,No,,
0036-8075,170,1970,182,1973,,,No,,
0036-8075,183,1974,,,,,No,,
0036-8075,184,1974,220,1983,,,No,,
0036-8075,221,1983,233,1986,,,No,,
0036-8075,234,1986,242,1988,,,No,,
0036-8075,243,1988,246,1989,,,No,,
0036-8075,247,1990,251,1991,,,No,,
0036-8075,252,1991,254,1991,,,No,,
0036-8075,255,1992,311,2006,,,No,,
0036-8075,312,2006,353,2016,,,No,,
0036-8075,310,2005,,,,,No,,
0036-8075,312,2006,,,,,No,,
0036-8075,313,2006,,,,,No,,
0036-8075,314,2006,,,,,No,,
0036-8075,319,2008,335,2012,,,No,,
0036-8075,339,2013,346,2014,,,No,,
0036-8075,6285,2016,,,,,No,,
0036-8075,,,,,2923,2933,No,,
0036-8075,,,,,4107,4111,No,,
0036-8075,,,,,4120,,No,,
0036-8075,,,,,4592,,No,,
0036-8075,,,,,4759,4768,No,,
0036-8075,,,,,4875,4885,No,,
0036-8075,,,,,4989,4996,No,,
0036-8075,,,,,5028,5030,No,,
0036-8075,,,,,5757,5768,No,,
0036-8075,,,,,6296,,No,,
0036-8075,,,,,5751,,No,,
0036-8075,,,,,5770,,No,,
0036-8075,,,,,5783,5785,No,,
0036-8075,,,,,5796,5804,No,,
0036-8075,,,,,6284,6285,No,,
0370-8861,32,1929,43,1940,,,No,,od vol. 44 (1941) izlazi kao: Physics Abstracts – Section A
0036-8296,37,1955,42,1957,,,No,,
0036-8296,44,1958,47,1960,,,No,,
0036-8296,48,1960,,,,,No,,
0036-8296,49,1961,,,,,No,,
0036-8296,50,1961,,,,,No,,
0036-8296,51,1962,,,,,No,,
0036-8296,52,1962,55,1964,,,No,,
0036-8296,56,1964,,,,,No,,
0036-8296,57,1965,,,,,No,,
0036-8296,58,1965,59,1966,,,No,,
0036-8296,60,1966,,,,,No,,
0036-8296,61,1967,62,1967,,,No,,
0036-8296,63,1968,65,1969,,,No,,
0036-8296,66,1969,,,,,No,,
0036-8296,,,,,1,5,No,,
0036-8296,,,,,1,5,No,,
0036-8296,,,,,1,2,No,,
0036-8296,,,,,1,5,No,,
0036-8296,,,,,1,,No,,
0036-8296,,,,,1,3,No,,
0036-8296,,,,,1,4,No,,
0036-8296,,,,,1,2,No,,
0096-4018,65,1954,77,1960,,,No,,
0096-4018,78,1960,83,1963,,,No,,
0096-4018,84,1963,94,1968,,,No,,
0096-4018,,,,,1,5,No,,
0096-4018,,,,,1,5,No,,
0048-9697,19,1981,,,,,No,,
0048-9697,43,1985,,,,,No,,
0048-9697,44,1985,71,1988,,,No,,
0048-9697,72,1988,73,1988,,,No,,
0048-9697,74,1988,77,1988,,,No,,
0048-9697,79,1989,96,1990,,,No,,
0048-9697,98,1990,140,1993,,,No,,
0048-9697,142,1994,154,1994,,,No,,
0048-9697,155,1994,175,1995,,,No,,
0048-9697,176,1995,184,1996,,,No,,
0048-9697,185,1996,198,1997,,,No,,
0048-9697,,,,,1,,No,,
0048-9697,,,,,1,2,No,,
0048-9697,,,,,1,,No,,
0048-9697,,,,,1,2,No,,
0036-861X,17,1977,21,1981,,,No,,
0036-861X,22,1982,,,,,No,,
0036-861X,23,1983,,,,,No,,
0036-861X,24,1984,25,1985,,,No,,
0036-861X,26,1986,,,,,No,,
0036-861X,,,,,1,4,No,,
0036-861X,,,,,1,,No,,
0036-861X,,,,,1,4,No,,
0036-861X,,,,,1,4,No,,
0036-861X,,,,,1,8,No,,
0036-861X,,,,,1,8,No,,
0036-861X,,,,,1,10,No,,
0036-861X,,,,,1,2,No,,
0036-861X,,,,,1,4,No,,
0582-236X,6,1957,7,1958,,,No,,
0582-236X,9,1960,,,,,No,,
0582-236X,21,1978,26,1983,,,No,,
0582-236X,,,,,1,,No,,
0582-236X,,,,,1,7,No,,
0350-686X,1,1975,,,,,No,,od vol. 17 (1991) izlazi kao: Scientia
0350-686X,3,1977,,,,,No,,od vol. 17 (1991) izlazi kao: Scientia
0350-686X,4,1978,,,,,No,,od vol. 17 (1991) izlazi kao: Scientia
0350-686X,6,1980,16,1990,,,No,,od vol. 17 (1991) izlazi kao: Scientia
0350-686X,,,,,1,,No,,od vol. 17 (1991) izlazi kao: Scientia
0350-686X,,,,,1,,No,,od vol. 17 (1991) izlazi kao: Scientia
0350-686X,,,,,1,4,No,,od vol. 17 (1991) izlazi kao: Scientia
0036-8733,162,1940,,,,,No,,
0036-8733,164,1941,,,,,No,,
0036-8733,179,1948,,,,,No,,
0036-8733,180,1949,,,,,No,,
0036-8733,182,1950,,,,,No,,
0036-8733,183,1950,,,,,No,,
0036-8733,184,1951,185,1951,,,No,,
0036-8733,186,1952,187,1952,,,No,,
0036-8733,188,1953,273,1995,,,No,,
0036-8733,274,1996,311,2014,,,No,,
0036-8733,,,,,1,,No,,
0036-8733,,,,,1,,No,,
0036-8733,,,,,1,2,No,,
0036-8733,,,,,1,2,No,,
0036-8733,,,,,1,2,No,,
0036-8733,,,,,1,,No,,
1070-4795,3,1995,,,,,No,,od 2013. spaja se s Online u Online Searcher
1070-4795,4,1996,,,,,No,,od 2013. spaja se s Online u Online Searcher
1070-4795,5,1997,,,,,No,,od 2013. spaja se s Online u Online Searcher
1070-4795,6,1998,7,1999,,,No,,od 2013. spaja se s Online u Online Searcher
1070-4795,8,2000,10,2002,,,No,,od 2013. spaja se s Online u Online Searcher
1070-4795,11,2003,14,2006,,,No,,od 2013. spaja se s Online u Online Searcher
1070-4795,15,2007,20,2012,,,No,,od 2013. spaja se s Online u Online Searcher
1070-4795,,,,,4,8,No,,od 2013. spaja se s Online u Online Searcher
1070-4795,,,,,1,4,No,,od 2013. spaja se s Online u Online Searcher
1070-4795,,,,,1,4,No,,od 2013. spaja se s Online u Online Searcher
1070-4795,,,,,1,4,No,,od 2013. spaja se s Online u Online Searcher
1070-4795,,,,,1,7,No,,od 2013. spaja se s Online u Online Searcher
0096-3631,7,1965,,,,,No,,od vol. 11 (1968) izlazi kao: Solid State Technology
0096-3631,8,1965,10,1967,,,No,,od vol. 11 (1968) izlazi kao: Solid State Technology
0096-3631,,,,,1,2,No,,od vol. 11 (1968) izlazi kao: Solid State Technology
0268-1242,1,1986,,,,,No,,
0268-1242,2,1987,,,,,No,,
0268-1242,3,1988,5,1990,,,No,,
0268-1242,6,1991,9,1994,,,No,,
0268-1242,10,1995,,,,,No,,
0268-1242,11,1996,20,2005,,,No,,
0268-1242,,,,,1,3,No,,
1044-579X,10,2000,14,2004,,,No,,
1044-579X,,,,,1,,No,,
0037-2102,42,1961,73,1994,,,No,,
0037-2102,76,1996,83,2003,,,No,,
0036-1410,19,1988,21,1990,,,No,,
1064-8275,11,1990,,,,,No,,
0036-1445,26,1984,32,1990,,,No,,
0036-1445,,,,,1,3,No,,
,,,,,1,14,No,,
,,,,,1,28,No,,
,35,1979,44,1988,,,No,,
0196-0768,1,1977,3,1979,,,No,,
0196-0768,5,1980,12,1981,,,No,,
0196-0768,13,1981,32,1988,,,No,,
0196-0768,35,1990,12,1996,,,No,,
0038-0644,14,1984,,,,,No,,otkazan 1997. godine
0038-0644,15,1985,20,1990,,,No,,otkazan 1997. godine
0038-0644,21,1991,27,1997,,,No,,otkazan 1997. godine
0038-0644,,,,,1,,No,,otkazan 1997. godine
0038-0644,,,,,1,2,No,,otkazan 1997. godine
0379-6787,4,1981,,,,,No,,1992. spaja se sa Solar Energy Materials i izlazi kao:| 	Solar Energy Materials and Solar Cells
0379-6787,13,1984,25,1988,,,No,,1992. spaja se sa Solar Energy Materials i izlazi kao:| 	Solar Energy Materials and Solar Cells
0379-6787,26,1989,30,1990,,,No,,1992. spaja se sa Solar Energy Materials i izlazi kao:| 	Solar Energy Materials and Solar Cells
0379-6787,31,1991,,,,,No,,1992. spaja se sa Solar Energy Materials i izlazi kao:| 	Solar Energy Materials and Solar Cells
0038-1098,5,1967,47,1983,,,No,,
0038-1098,49,1984,54,1985,,,No,,
0038-1098,56,1985,74,1990,,,No,,
0038-1098,75,1990,96,1995,,,No,,
0038-1098,97,1996,137,2006,,,No,,
0038-1098,,,,,1,4,No,,
0038-1098,,,,,1,4,No,,
0038-1101,7,1964,25,1982,,,No,,
0038-1101,,,,,1,2,No,,
,1,1955,32,1977,,,No,02.61/40,
,34,1979,36,1981,,,No,02.61/40,
,39,1986,,,,,No,02.61/40,
,1,1958,15,1979,,,No,02.61/40,
0038-6723,46,1955,,,,,No,,
0038-6723,47,1956,72,1981,,,No,,
0038-6723,73,1982,,,,,No,,
0038-6723,,,,,1,4,No,,
0038-6723,,,,,1,,No,,
1386-1425,22,1966,,,,,No,,od vol. 23 (1967/68) izlazi u sekcijama: Spectrochimica Acta A i | 					..... Spectrochimica Acta B
0038-7010,8,1975,15,1982,,,No,,
0038-7010,17,1984,22,1989,,,No,,
0038-7010,23,1990,25,1992,,,No,,
0038-7010,26,1993,31,1998,,,No,,
0038-7010,33,2000,37,2004,,,No,,
0038-7010,,,,,1,8,No,,
0375-2909,4,1978,,,,,No,,
0375-2909,5,1979,,,,,No,,
0375-2909,6,1980,24,1998,,,No,,
0375-2909,25,2000,32,2012,,,No,,
1040-0400,1,1990,,,,,No,,
1040-0400,2,1991,,,,,No,,
1040-0400,3,1992,,,,,No,,
1040-0400,4,1993,,,,,No,,
1040-0400,5,1994,,,,,No,,
1040-0400,6,1995,,,,,No,,
1040-0400,8,1997,,,,,No,,
1040-0400,9,1998,,,,,No,,
1040-0400,,,,,1,,No,,
1040-0400,,,,,1,4,No,,
1040-0400,,,,,1,,No,,
1040-0400,,,,,1,,No,,
1040-0400,,,,,1,,No,,
0969-2126,7,1999,9,2001,,,No,,
0969-2126,12,2004,13,2005,,,No,,
0969-2126,,,,,1,2,No,,
,1,1966,49,1982,,,No,04.25/45,
,51,1982,,,,,No,04.25/45,
,4,1971,6,1973,,,No,04.22/23,
,8,1976,14,1987,,,No,04.22/23,
,8,1956,,,,,No,04.71/152,
0081-6337,93,1983,102,1984,,,No,,
0081-6337,103,1985,126,1988,,,No,,
0081-6337,129,1989,138,1990,,,No,,
0081-6337,,,,,1,2,No,,
0953-2048,3,1990,,,,,No,,
0550-3868,9,1952,12,1954,,,No,,
0550-3868,1,1955,26,1962,,,No,,
0550-3868,1,1963,6,1968,,,No,,
1061-0278,9,1998,10,1999,,,No,,
1061-0278,12,2001,16,2004,,,No,,
1061-0278,19,2007,21,2009,,,No,,
0039-6028,4,1966,182,1987,,,No,,
0039-6028,183,1987,225,1990,,,No,,
0039-6028,420,1998,,,,,No,,
0039-6028,470,2000,,,,,No,,
0039-6028,519,2002,,,,,No,,
0039-6028,520,2003,573,2004,,,No,,
0039-6028,,,,,1,2,No,,
0167-5729,1,1981,,,,,No,,
0167-5729,2,1982,,,,,No,,
0167-5729,,,,,1,2,No,,
,1,1955,7,1962,,,No,,
,27,1982,35,1989,,,No,,
0936-5214,28,2017,,,,,No,,
0936-5214,,,,,1,4,No,,
0936-5214,,,,,1,11,No,,
0039-7911,49,2017,,,,,No,,
0039-7911,4,1974,11,1981,,,No,,
,1,1948,35,1981,,,No,04.51/2,
,39,1985,40,1986,,,No,04.51/2,
0039-9140,5,1960,29,1982,,,No,,
,55,1965,72,1982,,,No,,
,6,1954,14,1962,,,No,,
0040-2605,3,1954,29,1980,,,No,,
0040-3490,4,1967,7,1970,,,No,,
0040-3490,8,1971,18,1981,,,No,,
0497-2627,3,1967,,,,,No,,
0497-2627,4,1968,18,1982,,,No,,
0497-2627,19,1984,,,,,No,,
0497-2627,20,1984,27,1991,,,No,,
0497-2627,30,1994,,,,,No,,
0497-2627,32,1996,,,,,No,,
0564-6162,1,1969,50,1982,,,No,,
0564-6162,51,1982,53,1982,,,No,,
0564-6162,55,1983,,,,,No,,
0564-6162,56,1983,75,1988,,,No,,
0564-6162,76,1988,83,1990,,,No,,
0564-6162,84,1990,86,1991,,,No,,
0564-6162,87,1991,89,1991,,,No,,
0564-6162,95,1993,101,1994,,,No,,
0564-6162,104,1995,,,,,No,,
0564-6162,105,1995,117,1998,,,No,,
0040-3644,12,1974,20,1982,,,No,,
0040-3644,21,1983,,,,,No,,
0040-3644,22,1984,27,1989,,,No,,
,9,1962,,,,,No,,
0040-4020,2,1958,45,1989,,,No,,
0040-4020,46,1990,57,2001,,,No,,
0040-4020,58,2002,60,2004,,,No,,
0040-4020,,,,,1,11,No,,
0040-4020,,,,,1,5,No,,
0957-4166,1,1990,12,2001,,,No,,
0957-4166,13,2002,15,2003,,,No,,
0957-4166,,,,,1,,No,,
0957-4166,,,,,1,3,No,,
0040-4039,21,1980,30,1989,,,No,,
0040-4039,31,1990,42,2001,,,No,,
0040-4039,43,2002,45,2004,,,No,,
0040-4039,,,,,1,27,No,,
0040-4039,,,,,1,,No,,
0495-4025,20,1984,,,,,No,,
0495-4025,23,1991,,,,,No,,
0495-4025,5,1969,,,,,No,,
0495-4025,7,1971,23,1991,,,No,,
0495-4025,,,,,1,2,No,,
0563-3745,1,1996,9,1979,,,No,,
0563-3745,11,1981,,,,,No,,
0563-3745,13,1983,14,1984,,,No,,
0563-3745,16,1986,,,,,No,,
0563-3745,18,1988,,,,,No,,
0563-3745,36,2014,,,,,No,,
0250-3298,1,1976,15,1992,,,No,,
0040-5744,63,1983,,,,,No,,od vol. 96 (1997) izlazi kao:Theoretical Chemistry Accounts
0040-5744,64,1983,,,,,No,,od vol. 96 (1997) izlazi kao:Theoretical Chemistry Accounts
0040-5744,65,1984,76,1989,,,No,,od vol. 96 (1997) izlazi kao:Theoretical Chemistry Accounts
0040-5744,77,1990,91,1995,,,No,,od vol. 96 (1997) izlazi kao:Theoretical Chemistry Accounts
0040-5744,93,1996,95,1997,,,No,,od vol. 96 (1997) izlazi kao:Theoretical Chemistry Accounts
0040-5744,,,,,1,5,No,,od vol. 96 (1997) izlazi kao:Theoretical Chemistry Accounts
0040-6031,8,1974,51,1981,,,No,,
0040-6031,58,1982,174,1991,,,No,,
0040-6031,,,,,1,,No,,
0040-6090,3,1969,107,1983,,,No,,
0040-6090,108,1983,,,,,No,,
0040-6090,109,1983,271,1995,,,No,,
0040-6090,272,1996,360,2000,,,No,,
0040-6090,363,2000,448,2004,,,No,,
0040-6090,,,,,1,2,No,,
0040-6090,,,,,1,,No,,
0165-6090,5,1983,7,1985,,,No,,
0340-1022,207,2000,230,2003,,,No,04.11/86,
,1,1967,8,1974,,,No,04.51/8,
1350-4592,4,1997,,,,,No,,
1350-4592,,,,,1,,No,,
0096-4743,92,1947,94,1948,,,No,,od vol. 95 (1949) izlazi kao: Journal of the Electrochemical Society
1333-1124,25,2001,,,,,No,,
1333-1124,26,2002,,,,,No,,
1333-1124,27,2003,,,,,No,,
1333-1124,28,2004,,,,,No,,
1333-1124,29,2005,,,,,No,,
1333-1124,30,2006,44,2020,,,No,,
1333-1124,45,2021,,,,,No,,
1333-1124,46,2022,,,,,No,,
1333-1124,,,,,1,2,No,,
1333-1124,,,,,1,,No,,
1333-1124,,,,,2,,No,,
1333-1124,,,,,2,,No,,
1333-1124,,,,,2,,No,,
0014-7672,26,1930,67,1971,,,No,,"od vol. 68 (1972) izlazi kao: Journal of the Chemical Society, Faraday Transactions I i II"
0041-1337,1,1963,25,1978,,,No,,
0041-1337,26,1978,32,1981,,,No,,
0041-1337,,,,,1,5,No,,
0564-1217,2,1955,,,,,No,,
0564-1217,3,1956,5,1958,,,No,,
0564-1217,6,1959,30,1962,,,No,,
0564-1217,,,,,1,3,No,,
0997-7929,13,1954,29,1981,,,No,,
0068-3078,3,1962,5,1964,,,No,,
0376-5067,1,1976,7,1982,,,No,,
0376-5067,26,2001,,,,,No,,
0376-5067,,,,,1,,No,,
0962-8924,6,1996,,,,,No,,
0962-8924,9,1999,,,,,No,,
0962-8924,10,2000,11,2001,,,No,,
0962-8924,12,2002,14,2004,,,No,,
0962-8924,,,,,1,2,No,,
0962-8924,,,,,1,2,No,,
0041-2597,5,1961,29,1990,,,No,,
0090-9246,1,1953,4,1956,,,No,,
0090-9246,5,1957,16,1969,,,No,,
0090-9246,17,1971,18,1972,,,No,,
0090-9246,19,1975,26,1986,,,No,,
0090-9246,,,,,1,,No,,
0090-9246,,,,,1,2,No,,
0172-4614,5,1952,9,1956,,,No,,
0042-1294,28,1946,,,,,No,,od 2002.: Physics – Uspekhi: english edition of Uspehi fizičeskih nauk
0042-1294,31,1947,,,,,No,,od 2002.: Physics – Uspekhi: english edition of Uspehi fizičeskih nauk
0042-1294,34,1948,40,1950,,,No,,od 2002.: Physics – Uspekhi: english edition of Uspehi fizičeskih nauk
0042-1294,49,1953,52,1954,,,No,,od 2002.: Physics – Uspekhi: english edition of Uspehi fizičeskih nauk
0042-1294,53,1954,62,1957,,,No,,od 2002.: Physics – Uspekhi: english edition of Uspehi fizičeskih nauk
0042-1294,63,1957,89,1966,,,No,,od 2002.: Physics – Uspekhi: english edition of Uspehi fizičeskih nauk
